id,brand,model,year,color,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.75"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.75"",""reviewCount"": ""101""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
82,Volkswagen,Cabriolet,1992,Maroon,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.41"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.41"",""reviewCount"": ""156""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
83,Isuzu,Rodeo,1995,Fuscia,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.29"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.29"",""reviewCount"": ""64""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
84,Mitsubishi,Mirage,1984,Maroon,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.82"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.82"",""reviewCount"": ""206""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
85,Kia,Sephia,2001,Aquamarine,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.96"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.96"",""reviewCount"": ""61""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
86,Kia,Sorento,2003,Crimson,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.52"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.52"",""reviewCount"": ""92""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
87,Chevrolet,Camaro,1974,Crimson,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.67"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.67"",""reviewCount"": ""172""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
88,Chevrolet,Corvette,1966,Orange,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.33"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.33"",""reviewCount"": ""215""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
89,Jeep,Wrangler,2008,Goldenrod,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.84"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.84"",""reviewCount"": ""229""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
90,Dodge,Sprinter,2006,Mauv,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.98"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.98"",""reviewCount"": ""66""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
91,Ford,"E-350 Super Duty",2006,Fuscia,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.19"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.19"",""reviewCount"": ""68""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
92,Pontiac,Sunbird,1984,Orange,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.31"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.31"",""reviewCount"": ""160""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
93,Cadillac,"Escalade EXT",2004,Mauv,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.71"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.71"",""reviewCount"": ""97""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
94,Ford,F250,2010,Pink,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.52"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.52"",""reviewCount"": ""187""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
95,Nissan,Cube,2010,Teal,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.97"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.97"",""reviewCount"": ""188""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
96,Mazda,"Miata MX-5",2003,Fuscia,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.92"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.92"",""reviewCount"": ""147""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
97,Hyundai,Elantra,2001,Yellow,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.75"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.75"",""reviewCount"": ""224""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
98,"Aston Martin","DB9 Volante",2006,Blue,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.72"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.72"",""reviewCount"": ""89""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
99,Honda,"Civic Si",2003,Indigo,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.83"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.83"",""reviewCount"": ""89""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
100,Mercury,Marauder,2004,Violet,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.67"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.67"",""reviewCount"": ""241""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
